TOTAL,MES,DIA,DIA2,Temperature,Relative Humidity,Wind Speed,Wind Direction,luna,P
68,4,9,7,27.8,23.28,10.8,130,95.28663028,100
64,4,10,1,17.6,42.28,5.4,55,98.56684529,100
69,4,11,2,26.3,27.33,37.1,215,99.94608141,100
67,4,12,3,20.1,51.17,3.6,90,99.48275858,100
59,4,13,4,22.6,35.84,5.4,125,97.26553874,100
57,4,14,5,21.6,37.62,3.4,90,93.4043903,100
73,4,15,6,26.3,28.88,11.2,144,88.02791085,100
63,4,16,7,28.6,22.92,7.2,120,81.28518054,100
72,4,17,1,24.1,13.14,11.2,340,73.35079351,100
56,4,18,2,25.6,15.18,22.3,230,64.43241817,100
71,4,19,3,25.6,38.16,7.2,80,54.78070185,100
65,4,20,4,19.6,51.03,3.6,90,44.70100627,100
62,4,21,5,23.8,36.73,14.8,222.5,34.56500771,100
59,4,22,6,22.85,51.98,8.09,180,24.81778303,100
69,4,23,7,27.1,25,11.2,106.67,15.9735244,100
53,4,24,1,25.8,43.61,7.6,157.5,8.592110368,100
72,4,25,2,23.9,41.02,11.3,214.33,3.231294504,100
61,4,26,3,22.8,33.28,7.2,205,0.376255827,100
66,4,27,4,19,38.77,3.6,100,0.358365175,100
71,4,28,5,24.4,24.16,10.8,230,3.284012215,100
53,4,29,6,21.6,40.01,7.2,90,8.996594261,100
59,4,30,7,27,21.84,18.4,194,17.08696141,100
67,5,1,1,25.6,29.7,33.5,350,26.95194516,100
76,5,2,2,31.8,22.24,7.2,160,37.88440232,100
54,5,3,3,26,29.72,13,232,49.16940425,100
82,5,4,4,24.9,37.42,13,165,60.16315423,100
67,5,5,5,27.3,36.1,7.2,205.33,70.34118958,100
61,5,6,6,28.3,42.54,7.6,94.33,79.31438873,100
72,5,7,7,26.2,36.83,10.8,203.33,86.82007448,100
68,5,8,1,26.5,36.11,10.8,120,92.69905484,100
77,5,9,2,27.9,33.63,18.4,115,96.86860607,100
51,5,10,3,27.9,44.28,7.2,176.67,99.29827026,100
51,5,11,4,29.2,33.92,11.3,208,99.99184617,100
75,5,12,5,28.7,34.98,10.8,216.67,98.97625162,100
72,5,13,6,22.85,51.98,8.09,200,96.29643068,100
61,5,14,7,28.9,27.91,8.6,198,92.01508354,100
75,5,15,1,26.8,40.56,8.3,257.67,86.21637677,100
71,5,16,2,28.9,26.95,7.6,225,79.01349,100
50,5,17,3,29.8,32.74,10.8,66.67,70.56035354,100
64,5,18,4,27.2,25.21,10.8,187.25,61.06770241,100
66,5,19,5,29.7,25.57,10.8,233.33,50.82220486,100
66,5,20,6,26.1,38.03,7.2,90,40.20482959,100
70,5,21,7,30.2,27.2,7.2,200,29.70133956,100
71,5,22,1,28.6,31.22,7.2,203.33,19.89525832,100
70,5,23,2,29.2,27.36,24.1,258,11.43402665,100
75,5,24,3,25.6,50.42,7.2,135,4.964394797,100
81,5,25,4,28.1,44.76,7.2,145.67,1.043570461,100
65,5,26,5,29.5,37.08,7.2,126.67,0.045010999,100
65,5,27,6,28.4,50.82,7.2,90,2.085648659,100
64,5,28,7,28.9,32.97,18.4,280,6.998724071,100
69,5,29,1,28.1,36.51,7.2,186.67,14.36234069,100
60,5,30,2,27.8,48.69,7.2,93.33,23.57451986,100
75,5,31,3,26.3,50.13,5.4,120,33.95071503,100
69,6,1,4,27.2,41.13,7.2,110,44.816222,100
63,6,2,5,28.8,39.05,7.2,146.67,55.57342442,100
63,6,3,6,28,27.53,13,188,65.73647894,100
71,6,4,7,26.8,28.59,5.4,185,74.93721302,100
72,6,5,1,27.8,28.2,7.6,184.75,82.91198736,100
73,6,6,2,28.8,37.91,7.2,212,89.47999271,100
74,6,7,3,27.3,49.06,7.2,146.67,94.52092125,100
62,6,8,4,27.2,50.55,7.2,186.67,97.95645639,100
76,6,9,5,25.9,54.17,7.6,212.5,99.73710286,100
62,6,10,6,25.7,66.09,7.2,90,99.83417072,100
73,6,11,7,25.8,58.7,7.2,213.33,98.23622136,100
76,6,12,1,26.5,54.46,7.2,301.33,94.94962633,100
76,6,13,2,28.3,50.91,3.6,96.67,90.00359056,100
53,6,14,3,28.4,43.38,7.4,135.67,83.46053268,100
79,6,15,4,27.1,44.75,9.4,79.8,75.43260233,100
68,6,16,5,27.5,55.54,7.2,183.33,66.10393806,100
63,6,17,6,24.8,64.03,7.4,94.67,55.7558356,100
61,6,18,7,27.7,48.84,20.5,310,44.78857328,100
68,6,19,1,29.2,38.19,14.8,160,33.73026736,100
63,6,20,2,27.8,41.84,16.6,75,23.22173114,100
59,6,21,3,26.5,42.67,9.4,60.75,13.96919866,100
61,6,22,4,25.9,58.9,7.6,117.5,6.665232955,100
67,6,23,5,26.1,56.31,7.2,195,1.890581572,100
57,6,24,6,28.7,51.19,7.2,75,0.020973918,100
62,6,25,7,27.8,45.88,7.2,75,1.16613105,100
64,6,26,1,24,61.32,9.4,132.5,5.15981156,100
63,6,27,2,26.8,47.87,11.2,208.33,11.60242037,100
85,6,28,3,22,78.41,7.2,164,19.94008207,100
55,6,29,4,24.4,64.64,14.8,160,29.55471727,100
86,6,30,5,19.9,81.81,3.6,310,39.84165526,100
59,7,1,6,20,82.79,18.4,90,50.26126299,100
62,7,2,7,21.6,76.4,4.1,141,60.36258594,100
69,7,3,1,22.8,67.76,3.6,110,69.78507129,100
60,7,4,2,24.5,51.52,22.3,116,78.24744025,100
55,7,5,3,24.6,56.6,7.2,83.33,85.53179215,100
75,7,6,4,24.5,64.48,7.2,66.67,91.46819013,100
77,7,7,5,24.2,61.42,7.2,76.67,95.92213223,100
79,7,8,6,24.1,73.37,7.2,90,98.78545217,100
68,7,9,7,23.7,66.94,3.6,105,99.970546,100
71,7,10,1,21.3,76.28,3.6,113.33,99.40809568,100
70,7,11,2,20.2,84.27,3.6,55,97.04914591,100
62,7,12,3,23.9,67.38,7.2,243.33,92.87293018,100
56,7,13,4,22.2,71.88,7.2,185,86.90175044,100
66,7,14,5,20.1,87.17,3.6,90,79.2231237,100
53,7,15,6,24.6,58.95,7.2,90,70.01714918,100
70,7,16,7,24.1,59.92,3.6,170,59.58381679,100
75,7,17,1,23.5,66.05,3.6,186.67,48.36157228,100
72,7,18,2,24.4,64.45,7.2,83.33,36.92642008,100
53,7,19,3,23.8,70.42,7.2,83.33,25.96217459,100
77,7,20,4,22.7,65.54,3.6,113.33,16.19860123,100
81,7,21,5,23.9,67.56,3.8,118.33,8.324520005,100
50,7,22,6,24.3,66.18,7.2,90,2.893912045,100
69,7,23,7,24.7,63.09,11.2,110,0.249135985,100
72,7,24,1,20.1,79.27,3.6,80,0.48220193,100
55,7,25,2,19.4,84.39,7.2,90,3.442961184,100
75,7,26,3,21.3,84.42,7.2,63.33,8.787565145,100
58,7,27,4,22.6,65.33,9.4,85,16.04905506,100
87,7,28,5,19.6,88.79,3.6,90,24.70908098,100
64,7,29,6,25,70.77,7.6,117.5,34.25496479,100
78,7,30,7,23.2,70.44,7.3,185.5,44.21533411,100
71,7,31,1,26.8,56.72,7.6,162.5,54.17565826,100
65,8,1,2,26.7,50.49,7.2,53.33,63.77955439,100
80,8,2,3,26.4,58.24,7.6,112.25,72.72252524,100
71,8,3,4,24.2,63.79,11.2,117.5,80.74320027,100
57,8,4,5,25.5,59.43,7.6,200,87.61486904,100
82,8,5,6,24.9,70.19,7.2,90,93.13836034,100
81,8,6,7,24.8,63.86,7.6,132.5,97.13664925,100
72,8,7,1,24.4,67.49,7.2,200,99.45185277,100
57,8,8,2,26.3,54.56,13,73.33,99.94599959,100
79,8,9,3,25.8,61.28,7.2,65,98.50751149,100
48,8,10,4,24.7,61.42,22.3,143.33,95.0651741,100
62,8,11,5,24.5,63.85,10.8,100,89.61015963,100
50,8,12,6,24.9,71.75,7.2,90,82.2243239,100
55,8,13,7,24.4,70.77,3.6,160,73.10984709,100
75,8,14,1,22,71.7,7.2,225,62.61213855,100
74,8,15,2,21.8,69.61,7.2,276.67,51.22612547,100
69,8,16,3,23.2,67.31,7.2,110,39.57714307,100
71,8,17,4,25,56.13,27.7,114,28.3726361,100
57,8,18,5,24.3,68.6,7.2,56.67,18.32919987,100
60,8,19,6,23.2,66.56,9.4,78,10.08847227,100
69,8,20,7,24.5,60.6,9.4,105,4.141017379,100
68,8,21,1,25.3,57.88,7.2,93.33,0.776340589,100
65,8,22,2,24.6,62.46,3.8,113.67,0.069283368,100
54,8,23,3,21.9,81.32,7.2,310,1.901611514,100
77,8,24,4,18.3,85.27,9.4,180,6.007758149,100
82,8,25,5,21.9,79.37,3.8,157.33,12.02928616,100
83,8,26,6,23.9,73.66,3.6,90,19.56436724,100
86,8,27,7,22.85,51.98,8.09,113,28.20421245,100
82,8,28,1,23.3,70.64,3.6,145,37.55467003,100
85,8,29,2,22.1,72.65,22.3,85,47.2456636,100
58,8,30,3,19.8,86.86,7.2,100,56.93289794,100
62,8,31,4,19.9,86.16,9.4,97.5,66.29580386,100
79,9,1,5,22.6,70.66,7.2,63.33,75.03419615,100
84,9,2,6,21.9,81.89,9.4,145,82.86474616,100
67,9,3,7,23.4,61.03,9.4,113.33,89.51783864,100
86,9,4,1,19.1,91.38,3.4,70,94.735787,100
85,9,5,2,19.8,89.61,3.6,90,98.27429167,100
70,9,6,3,21.4,82.97,7.2,110,99.90973352,100
76,9,7,4,21.9,79.23,7.2,83.33,99.45470917,100
73,9,8,5,23.8,64.89,7.2,73.33,96.78271379,100
72,9,9,6,23.7,64.92,11.2,78,91.86007473,100
92,9,10,7,22.3,67.94,13,125,84.77970101,100
76,9,11,1,23.6,57.27,7.2,73.33,75.78805159,100
71,9,12,2,23.8,52.45,3.6,170,65.29539625,100
72,9,13,3,24.7,57.5,7.6,72.5,53.86123038,100
59,9,14,4,25.2,63.22,3.6,203.33,42.15198824,100
73,9,15,5,23.2,69.1,7.2,100,30.87583835,100
69,9,16,6,26.7,58.68,7.2,76.67,20.7067188,100
88,9,17,7,26.4,55.59,11.2,136.67,12.21376916,100
60,9,18,1,22,72.46,3.6,90,5.810952628,100
77,9,19,2,27.1,47.84,5.4,100,1.735330514,100
68,9,20,3,28.7,51.41,3.6,40,0.053842367,100
74,9,21,4,22.6,70.13,5.4,92.5,0.691091785,100
89,9,22,5,23.2,74.68,7.2,83.33,3.467050975,100
76,9,23,6,21.8,84.24,7.2,90,8.134235593,100
53,9,24,7,22.6,68.51,13,140,14.40743284,100
76,9,25,1,21.8,80.5,3.6,80,21.98343511,100
72,9,26,2,25.6,59.11,3.6,180,30.55171657,100
71,9,27,3,24.2,68.19,3.6,183.33,39.79874792,100
70,9,28,4,22.6,78.22,7.2,83.33,49.40873133,100
71,9,29,5,22.8,66.72,16.6,97,59.06262682,100
66,9,30,6,22.9,77.9,7.2,90,68.43633631,100
77,10,1,7,22.8,67.62,7.2,96.67,77.19855316,100
81,10,2,1,23.2,69.05,7.6,123.33,85.00936119,100
65,10,3,2,25.6,49.02,14.8,110,91.52188873,100
74,10,4,3,25.6,61.27,9.4,95,96.39043333,100
72,10,5,4,23.6,63.09,13,124,99.28853883,100
67,10,6,5,25.1,61.06,7.2,86.67,99.93881581,100
67,10,7,6,21.7,77.87,7.2,90,98.15275315,100
76,10,8,7,21.1,69.74,3.6,163.33,93.87416393,100
70,10,9,1,22.3,65.69,3.6,293.33,87.21589302,100
78,10,10,2,24.8,63.65,13,95.25,78.47799447,100
57,10,11,3,22.9,68.61,7.2,66.67,68.13821238,100
67,10,12,4,22.9,58.72,7.6,87.5,56.81219163,100
74,10,13,5,22.6,60.8,11.2,82.5,45.18940958,100
52,10,14,6,23,64.96,7.2,90,33.95808536,100
69,10,15,7,23.5,55.58,7.6,110,23.73528075,100
78,10,16,1,23.5,59.24,7.2,90,15.01590719,100
66,10,17,2,22,63.83,7.2,69.67,8.147711084,100
74,10,18,3,26.5,52.47,7.2,145,3.33149516,100
71,10,19,4,23.3,54.41,7.2,65,0.639828452,100
86,10,20,5,24.9,55.84,14.8,294,0.044924011,100
67,10,21,6,24.6,48.93,7.2,90,1.447122424,100
86,10,22,7,24.2,51.05,7.6,137.5,4.69825012,100
82,10,23,1,23.5,54.29,10.8,50,9.617477091,100
74,10,24,2,22.1,43.46,7.6,120,15.99999236,100
63,10,25,3,19.1,60.24,10.8,85,23.62026867,100
63,10,26,4,19,48.25,7.6,135,32.23189789,100
66,10,27,5,20.5,53.23,7.6,207.5,41.5653713,100
70,10,28,6,22.1,57.93,9.4,77.5,51.32441886,100
82,10,29,7,23.4,52.94,7.2,203.33,61.18127965,100
71,10,30,1,22.3,54.78,9.4,217.5,70.77196123,100
77,10,31,2,23.2,55.85,3.6,350,79.69407574,100
69,11,1,3,21.5,62.6,3.6,320,87.51155063,100
78,11,2,4,24.6,57.58,3.6,146.67,93.77128594,100
82,11,3,5,24.9,56.49,7.6,96.67,98.03550774,100
65,11,4,6,27.4,29.14,3.6,90,99.92957083,100
60,11,5,7,24.3,49.58,7.6,121.67,99.19893661,100
76,11,6,1,23.8,30.06,3.6,100,95.76308786,100
66,11,7,2,22.6,47.68,7.2,76.67,89.75117227,100
75,11,8,3,22.7,33.59,3.6,200,81.50651623,100
77,11,9,4,24.8,43.85,5.4,170,71.5549578,100
101,11,10,5,24.3,52.86,7.2,165,60.54256673,100
71,11,11,6,23.2,52.9,7.2,90,49.15738217,100
93,11,12,7,23.1,43.95,7.2,103.67,38.05350192,100
95,11,13,1,24.1,40.88,16.6,92,27.79303075,100
81,11,14,2,21.8,53.81,7.2,92.33,18.81395544,100
63,11,15,3,22.1,50.96,3.6,133.33,11.42358759,100
72,11,16,4,16.1,65.79,7.2,90,5.811038438,100
82,11,17,5,21.5,41.31,3.6,120,2.069713338,100
80,11,18,6,23.3,47.65,7.2,90,0.221625828,100
91,11,19,7,22.6,39.34,7.2,80,0.238003525,100
73,11,20,1,20.4,53.15,5.4,185,2.053687824,100
67,11,21,2,20.3,49.25,18.4,180,5.575196891,100
90,11,22,3,21.8,36.2,7.6,56.67,10.68359662,100
71,11,23,4,18.3,38.98,7.6,86.67,17.23354985,100
96,11,24,5,17.7,43.91,3.6,120,25.04944744,100
78,11,25,6,19.4,53.2,7.2,91.33,33.91890643,100
82,11,26,7,22.4,31.78,18.4,90,43.58373714,100
76,11,27,1,19.2,44.28,3.6,230,53.72919198,100
81,11,28,2,19.5,43.14,9.4,127.5,63.97402192,100
61,11,29,3,19.6,41,3.6,93.33,73.86614228,100
75,11,30,4,19.1,32.58,7.2,73,82.89048082,100
90,12,1,5,17.6,37.4,14.8,88,90.49537267,100
65,12,2,6,17.7,47.31,7.2,85,96.1404366,100
77,12,3,7,22.9,33.91,3.6,110,99.36216418,100
70,12,4,1,18,54.19,9.4,206.67,99.84536845,100
68,12,5,2,20.8,55.84,7.2,76.67,97.48274781,100
70,12,6,3,21.9,44.71,7.6,240,92.4047533,100
50,12,7,4,18.2,56.06,10.8,170,84.96907023,100
66,12,8,5,19.8,46.21,7.2,210,75.71105948,100
66,12,9,6,13.2,28.61,14.8,130,65.26835456,100
92,12,10,7,15.3,28.54,9.4,96.67,54.29934103,100
82,12,11,1,12.3,40.95,3.6,215,43.41416547,100
67,12,12,2,17.2,32.68,7.3,87,33.12978909,100
85,12,13,3,14.1,28.23,5.4,280,23.85141833,100
79,12,14,4,19.2,51.15,7.2,166.67,15.87532001,100
77,12,15,5,17.9,65.31,9.4,172.5,9.404545053,100
72,12,16,6,14.4,90.33,18.4,145,4.56924434,100
77,12,17,7,19.5,71.77,7.2,90,1.44559918,100
76,12,18,1,19.2,72.09,7.2,186.67,0.070278804,100
77,12,19,2,19.8,63,7.6,180,0.449653792,100
78,12,20,3,24.5,37.26,11.2,286.67,2.564262264,100
81,12,21,4,18.5,64.24,7.6,100,6.369280579,100
108,12,22,5,18.5,59.8,9.4,130,11.7913419,100
73,12,23,6,16.7,65.64,7.6,77.5,18.72148026,100
68,12,24,7,21.5,47.41,7.1,116,27.00379806,100
40,12,25,1,21.6,27.94,5.4,30,36.42012249,100
60,12,26,2,18.2,53.32,7.2,217.5,46.67265042,100
63,12,27,3,25.9,24.7,3.6,40,57.3691627,100
77,12,28,4,18.2,50.45,7.2,170,68.01796928,100
66,12,29,5,18,54.21,3.6,170,78.04086212,100
57,12,30,6,19,55.29,3.6,90,86.81036724,100
66,12,31,7,20.1,50.84,14.8,230,93.7116619,100
64,1,1,1,11.9,87.55,8.09,180,98.22072885,100
64,1,2,2,18.4,56.02,7.2,110.33,99.98196585,100
70,1,3,3,23.7,35.15,3.6,30,98.86488612,100
67,1,4,4,18,54.28,9.4,137.5,94.98357896,100
57,1,5,5,20.9,45.37,11.2,187.25,88.6734462,100
74,1,6,6,17.3,54.76,7.2,90,80.4328837,100
63,1,7,7,15.4,65.15,3.6,190,70.84725382,100
74,1,8,1,17.9,55.84,7.2,150,60.5149248,100
64,1,9,2,18.2,47.69,7.2,93.33,49.99045154,100
66,1,10,3,18.9,54.55,7.2,290,39.75147822,100
83,1,11,4,19.3,41.42,11.2,210,30.18783099,100
63,1,12,5,18.6,30.88,9.4,106.67,21.60632112,100
57,1,13,6,17.7,49.98,7.2,90,14.24356728,100
83,1,14,7,15.8,38.72,7.6,93.75,8.280604816,100
70,1,15,1,5.4,83.92,8.09,100,3.855567721,100
74,1,16,2,17,49.72,7.2,106.67,1.072990675,100
75,1,17,3,15.2,53.21,3.6,335,0.009601084,100
82,1,18,4,17,57.13,7.2,130,0.716771495,100
73,1,19,5,18,61.66,7.2,76.67,3.219400956,100
60,1,20,6,18.1,58.52,7.2,90,7.510409207,100
61,1,21,7,17.8,41.97,10.8,210,13.53981279,100
67,1,22,1,16.7,39.54,3.6,210,21.19796897,100
77,1,23,2,20,48.43,7.2,153.33,30.29427166,100
90,1,24,3,19.6,53.75,7.2,110,40.5352427,100
63,1,25,4,15.7,69.4,7.6,102.5,51.50891057,100
78,1,26,5,18.4,59.15,7.2,130,62.68430856,100
76,1,27,6,19.3,59.93,7.2,90,73.43422092,100
62,1,28,7,22.4,55.03,7.2,105,83.08478274,100
75,1,29,1,16.3,67.84,24.1,99.67,90.98758078,100
72,1,30,2,15.9,34.97,7.6,96.67,96.60105009,100
79,1,31,3,15.5,40.16,7.2,85,99.56221416,100
85,2,1,4,15.9,66.41,3.6,150,99.73054503,100
90,2,2,5,20.7,56.58,7.2,120,97.19343677,100
86,2,3,6,19.4,66.17,3.6,90,92.23445207,100
71,2,4,7,27.5,19.49,3.6,290,85.2760778,100
65,2,5,1,26.9,27.13,3.6,270,76.81398588,100
76,2,6,2,22.7,45.07,10.8,163.33,67.35847051,100
83,2,7,3,19.6,46.47,13,335,57.39269065,100
77,2,8,4,20.7,51.68,7.4,113.5,47.35002316,100
77,2,9,5,15.6,82.58,3.6,140,37.60722039,100
81,2,10,6,16.9,67.48,11.2,145,28.48752068,100
75,2,11,7,21.3,46.05,3.7,160.5,20.26808667,100
87,2,12,1,22.1,37.88,14.8,214,13.18792134,100
63,2,13,2,18.4,61.57,7.2,80,7.454405845,100
80,2,14,3,23.5,47.6,7.2,123.33,3.247909971,100
63,2,15,4,23.3,43.24,3.6,146.67,0.724239823,100
72,2,16,5,22.5,50.87,3.6,180,0.014231622,100
73,2,17,6,23.7,46.84,9.4,87.5,1.219116635,100
86,2,18,7,22.9,40.09,7.2,260,4.39999722,100
71,2,19,1,19,53.99,7.2,240,9.560403559,100
75,2,20,2,23.7,37.71,7.2,185,16.62269621,100
69,2,21,3,23.8,31.95,13,150,25.401885,100
62,2,22,4,21.6,53.2,7.2,233.33,35.58355155,100
74,2,23,5,22.2,43.29,7.2,220,46.71473167,100
58,2,24,6,23,42.46,10.8,90,58.21631546,100
66,2,25,7,22.1,33.05,5.4,130,69.42170051,100
81,2,26,1,21.3,44.02,7.2,220,79.63940562,100
72,2,27,2,23.6,40.21,7.6,100,88.22926833,100
85,2,28,3,27.8,24.96,18.4,303.33,94.67606744,100
72,3,1,4,24.9,29.1,18.4,130.8,98.6438315,100
68,3,2,5,23.7,31.32,14.8,132.5,99.99941222,100
62,3,3,6,23.9,54.9,7.2,90,98.80303385,100
92,3,4,7,24.1,42.27,7.2,220,95.27268438,100
76,3,5,1,24.3,30.37,7.6,263,89.73490836,100
72,3,6,2,20.7,40.69,10.8,163.33,82.57526293,100
78,3,7,3,23.4,41.27,3.6,263.33,74.19820225,100
74,3,8,4,24,31.51,10.8,130,65.00072446,100
85,3,9,5,23.5,26.67,10.8,233.33,55.35914524,100
76,3,10,6,28.8,27.94,7.2,90,45.62536467,100
81,3,11,7,26.8,26.75,7.2,216.67,36.12827902,100
72,3,12,1,25,33.89,7.2,210,27.17692404,100
73,3,13,2,22.9,36.06,10.8,165,19.06346716,100
59,3,14,3,24.4,34.49,7.2,173.33,12.0653301,100
67,3,15,4,22.5,41.41,10.8,153.33,6.445994652,100
69,3,16,5,23.8,30.97,10.8,146.67,2.453469538,100
75,3,17,6,23.7,35.47,7.2,90,0.314502668,100
76,3,18,7,26.4,20.82,7.2,300,0.222173447,100
63,3,19,1,24,28.87,14.4,307,2.315186878,100
67,3,20,2,22.85,51.98,8.09,233,6.649351823,100
75,3,21,3,26.8,26.51,9.4,166.25,13.16510454,100
70,3,22,4,27.5,26.31,7.6,187.5,21.65856224,100
83,3,23,5,27,30.16,7.2,130,31.76589291,100
70,3,24,6,28,26.33,9.4,139.25,42.97013983,100
71,3,25,7,26.7,25.69,7.2,34,54.63524307,100
75,3,26,1,25.8,31.94,10.8,226.67,66.06469027,100
77,3,27,2,25.9,30.05,7.3,158,76.57452556,100
59,3,28,3,23.5,43.12,7.2,205,85.56552778,100
54,3,29,4,23.5,32.18,7.2,74,92.57942605,100
50,3,30,5,23.9,28.09,16.6,86.67,97.3290304,100
56,3,31,6,25.6,31.62,24.1,95,99.69993954,100
